order_id,customer_id,employee_id,order_date,shipping_date,order_status,payment_method,total_amount
ORD_00030,CUST_00185,EMP_011,2025-07-14,,Pending,E-Wallet,29555000.0
ORD_00031,CUST_00168,EMP_016,2025-10-20,2025-10-21,Completed,E-Wallet,361000.0
ORD_00032,CUST_00094,EMP_002,2026-02-15,2026-02-20,Completed,Bank Transfer,720000.0
ORD_00033,CUST_00196,EMP_018,2025-10-14,,Pending,COD,2327500.0
ORD_00034,CUST_00087,EMP_018,2026-01-10,,Pending,Bank Transfer,2171000.0
ORD_00035,CUST_00133,EMP_015,2025-06-02,2025-06-07,Completed,Bank Transfer,2690000.0
ORD_00036,CUST_00158,EMP_010,2025-12-11,2025-12-16,Completed,E-Wallet,14571500.0
ORD_00037,CUST_00150,EMP_010,2025-01-28,2025-01-31,Completed,Bank Transfer,17780500.0
ORD_00038,CUST_00038,EMP_008,2025-02-02,2025-02-03,Completed,Bank Transfer,4290000.0
ORD_00039,CUST_00053,EMP_014,2026-05-29,,Pending,E-Wallet,40736500.0
ORD_00040,CUST_00045,EMP_015,2025-12-17,2025-12-20,Completed,E-Wallet,790000.0
ORD_00041,CUST_00077,EMP_010,2025-08-01,2025-08-05,Completed,Credit Card,2110000.0
ORD_00042,CUST_00102,EMP_012,2025-05-30,2025-06-02,Completed,COD,494000.0
ORD_00043,CUST_00055,EMP_007,2025-10-05,2025-10-08,Shipping,Bank Transfer,14900000.0
ORD_00044,CUST_00172,EMP_017,2025-08-20,2025-08-21,Completed,COD,3200000.0
ORD_00045,CUST_00036,EMP_001,2025-06-11,2025-06-15,Completed,E-Wallet,4150000.0
ORD_00046,CUST_00147,EMP_008,2025-02-08,2025-02-10,Shipping,E-Wallet,40810000.0
ORD_00047,CUST_00077,EMP_019,2025-04-20,2025-04-23,Shipping,Credit Card,3251000.0
ORD_00048,CUST_00070,EMP_007,2025-04-26,2025-04-30,Completed,Credit Card,42400000.0
ORD_00049,CUST_00157,EMP_013,2026-03-14,2026-03-15,Completed,E-Wallet,3345000.0
ORD_00050,CUST_00115,EMP_009,2025-12-04,2025-12-09,Completed,COD,4490000.0
ORD_00051,CUST_00031,EMP_015,2025-11-11,2025-11-16,Completed,Credit Card,10150000.0
ORD_00052,CUST_00117,EMP_020,2026-01-18,2026-01-23,Completed,E-Wallet,8312500.0
ORD_00053,CUST_00135,EMP_015,2026-06-25,2026-06-26,Completed,COD,1260000.0
ORD_00054,CUST_00138,EMP_005,2025-06-18,2025-06-23,Completed,E-Wallet,700000.0
ORD_00055,CUST_00131,EMP_015,2025-02-26,2025-03-03,Completed,E-Wallet,9865000.0
ORD_00056,CUST_00001,EMP_007,2025-03-16,2025-03-19,Completed,COD,59000000.0
ORD_00057,CUST_00035,EMP_014,2026-01-19,,Cancelled,E-Wallet,1350000.0
ORD_00058,CUST_00170,EMP_018,2025-05-17,2025-05-20,Completed,COD,650000.0
ORD_00059,CUST_00058,EMP_001,2025-01-24,,Cancelled,E-Wallet,767500.0
ORD_00060,CUST_00071,EMP_007,2025-04-26,2025-04-30,Completed,COD,11500000.0
ORD_00061,CUST_00154,EMP_002,2025-09-08,2025-09-12,Completed,E-Wallet,665000.0
ORD_00062,CUST_00036,EMP_017,2025-10-24,2025-10-29,Completed,Credit Card,3893000.0
ORD_00063,CUST_00134,EMP_008,2026-02-28,2026-03-01,Completed,Bank Transfer,1387500.0
ORD_00064,CUST_00135,EMP_011,2026-03-03,2026-03-06,Completed,E-Wallet,617500.0
ORD_00065,CUST_00077,EMP_005,2026-04-20,2026-04-25,Shipping,E-Wallet,8982000.0
ORD_00066,CUST_00069,EMP_013,2025-02-10,2025-02-12,Shipping,Bank Transfer,24949500.0
ORD_00067,CUST_00031,EMP_016,2025-09-06,2025-09-08,Completed,E-Wallet,5781000.0
ORD_00068,CUST_00120,EMP_004,2026-04-26,,Pending,Credit Card,12811000.0
ORD_00069,CUST_00185,EMP_014,2025-10-30,2025-11-02,Completed,Bank Transfer,790000.0
ORD_00070,CUST_00176,EMP_011,2025-09-21,,Pending,E-Wallet,21466500.0
ORD_00071,CUST_00016,EMP_017,2025-02-04,,Pending,COD,15480000.0
ORD_00072,CUST_00117,EMP_012,2025-03-03,2025-03-08,Completed,E-Wallet,50125000.0
ORD_00073,CUST_00138,EMP_010,2025-01-18,2025-01-22,Completed,Bank Transfer,2450000.0
ORD_00074,CUST_00159,EMP_017,2025-09-16,,Pending,Credit Card,10790000.0
ORD_00075,CUST_00077,EMP_003,2025-02-02,2025-02-06,Completed,E-Wallet,17490000.0
ORD_00076,CUST_00085,EMP_019,2025-04-08,2025-04-09,Shipping,Bank Transfer,10580000.0
ORD_00077,CUST_00012,EMP_003,2025-10-15,2025-10-20,Shipping,COD,4290000.0
ORD_00078,CUST_00037,EMP_013,2025-03-20,2025-03-25,Completed,Bank Transfer,4480000.0
ORD_00079,CUST_00177,EMP_003,2026-05-28,2026-05-31,Completed,COD,1380000.0
ORD_00080,CUST_00197,EMP_020,2026-02-11,,Cancelled,Credit Card,1780000.0
ORD_00081,CUST_00059,EMP_012,2026-01-20,2026-01-25,Completed,E-Wallet,2690000.0
ORD_00082,CUST_00019,EMP_003,2025-10-02,2025-10-04,Completed,E-Wallet,2205000.0
ORD_00083,CUST_00114,EMP_012,2025-10-04,2025-10-05,Completed,Bank Transfer,420000.0
ORD_00084,CUST_00007,EMP_003,2025-12-29,2026-01-03,Completed,Credit Card,30014000.0
ORD_00085,CUST_00044,EMP_013,2025-06-23,2025-06-26,Completed,Credit Card,11790000.0
ORD_00086,CUST_00065,EMP_008,2026-05-23,2026-05-25,Completed,E-Wallet,490000.0
ORD_00087,CUST_00159,EMP_013,2025-12-04,2025-12-08,Completed,Bank Transfer,3750000.0
ORD_00088,CUST_00081,EMP_006,2026-02-12,,Cancelled,Credit Card,27761500.0
ORD_00089,CUST_00101,EMP_012,2025-04-27,2025-04-29,Shipping,Bank Transfer,49260000.0
ORD_00090,CUST_00075,EMP_003,2026-02-23,2026-02-25,Completed,Credit Card,3990000.0
ORD_00091,CUST_00097,EMP_003,2026-04-05,,Cancelled,E-Wallet,2745000.0
ORD_00092,CUST_00093,EMP_018,2025-03-29,2025-03-31,Completed,Credit Card,2286500.0
ORD_00093,CUST_00174,EMP_013,2025-12-06,,Cancelled,E-Wallet,2450000.0
ORD_00094,CUST_00133,EMP_018,2025-08-15,2025-08-19,Completed,E-Wallet,7880000.0
ORD_00095,CUST_00107,EMP_003,2025-04-29,,Pending,Bank Transfer,7900000.0
ORD_00096,CUST_00124,EMP_012,2026-05-03,2026-05-07,Completed,Credit Card,43800000.0
ORD_00097,CUST_00088,EMP_004,2025-06-18,2025-06-20,Shipping,Bank Transfer,8740000.0
ORD_00098,CUST_00048,EMP_014,2026-02-10,2026-02-15,Completed,Bank Transfer,142500.0
ORD_00099,CUST_00053,EMP_009,2025-03-06,2025-03-11,Completed,Bank Transfer,490000.0
ORD_00100,CUST_00126,EMP_017,2025-11-17,2025-11-22,Completed,E-Wallet,2040500.0
ORD_00101,CUST_00158,EMP_019,2025-03-28,2025-03-31,Completed,COD,8490000.0
ORD_00102,CUST_00131,EMP_013,2026-03-05,2026-03-10,Completed,E-Wallet,4990000.0
ORD_00103,CUST_00166,EMP_006,2025-06-20,2025-06-22,Completed,Bank Transfer,468000.0
ORD_00104,CUST_00003,EMP_016,2025-05-20,2025-05-24,Completed,E-Wallet,4740500.0
ORD_00105,CUST_00126,EMP_006,2025-03-26,2025-03-28,Completed,Credit Card,690000.0
ORD_00106,CUST_00118,EMP_019,2026-05-23,2026-05-24,Completed,COD,1300000.0
ORD_00107,CUST_00194,EMP_002,2026-03-28,2026-04-01,Completed,COD,4591000.0
ORD_00108,CUST_00023,EMP_015,2025-05-01,,Pending,Bank Transfer,14900000.0
ORD_00109,CUST_00182,EMP_020,2026-03-15,2026-03-17,Completed,Bank Transfer,15910000.0
ORD_00110,CUST_00132,EMP_004,2025-05-19,,Cancelled,E-Wallet,7377500.0
ORD_00111,CUST_00101,EMP_016,2025-05-26,2025-05-29,Completed,E-Wallet,10350000.0
ORD_00112,CUST_00024,EMP_013,2026-06-12,2026-06-15,Completed,E-Wallet,43480000.0
ORD_00113,CUST_00110,EMP_007,2026-05-22,2026-05-25,Completed,Credit Card,15295000.0
ORD_00114,CUST_00012,EMP_004,2026-04-16,2026-04-18,Completed,E-Wallet,1655000.0
ORD_00115,CUST_00071,EMP_003,2026-01-05,2026-01-08,Completed,Bank Transfer,7990000.0
ORD_00116,CUST_00060,EMP_014,2025-04-04,2025-04-05,Completed,Bank Transfer,5440000.0
ORD_00117,CUST_00031,EMP_014,2025-05-16,2025-05-18,Completed,E-Wallet,2450000.0
ORD_00118,CUST_00077,EMP_005,2026-01-27,,Pending,Bank Transfer,3090000.0
ORD_00119,CUST_00090,EMP_007,2025-06-05,2025-06-10,Shipping,E-Wallet,9132500.0
ORD_00120,CUST_00071,EMP_003,2025-09-12,2025-09-17,Completed,Credit Card,34580000.0
ORD_00121,CUST_00131,EMP_007,2026-02-06,2026-02-07,Completed,Bank Transfer,9161500.0
ORD_00122,CUST_00093,EMP_011,2025-05-16,2025-05-21,Completed,E-Wallet,890000.0
ORD_00123,CUST_00198,EMP_003,2025-01-18,2025-01-19,Completed,Credit Card,28500000.0
ORD_00124,CUST_00074,EMP_017,2026-03-02,2026-03-06,Completed,COD,3071000.0
ORD_00125,CUST_00040,EMP_018,2025-12-01,2025-12-02,Completed,Credit Card,2480000.0
ORD_00126,CUST_00156,EMP_002,2025-11-13,2025-11-15,Completed,COD,5700000.0
ORD_00127,CUST_00089,EMP_017,2026-06-14,,Pending,Credit Card,5130000.0
ORD_00128,CUST_00188,EMP_004,2025-01-31,2025-02-04,Completed,Credit Card,3770000.0
ORD_00129,CUST_00015,EMP_016,2025-06-20,2025-06-23,Completed,COD,10901000.0
ORD_00130,CUST_00099,EMP_005,2025-07-03,2025-07-04,Shipping,E-Wallet,750500.0
ORD_00131,CUST_00070,EMP_003,2026-01-17,2026-01-18,Completed,Bank Transfer,765000.0
ORD_00132,CUST_00018,EMP_015,2025-10-17,,Pending,Credit Card,420000.0
ORD_00133,CUST_00075,EMP_019,2025-11-08,2025-11-10,Completed,E-Wallet,23702500.0
ORD_00134,CUST_00188,EMP_018,2025-09-09,2025-09-13,Completed,COD,1990000.0
ORD_00135,CUST_00003,EMP_011,2025-01-02,,Pending,E-Wallet,9203000.0
ORD_00136,CUST_00072,EMP_003,2025-02-14,2025-02-19,Shipping,E-Wallet,13545000.0
ORD_00137,CUST_00101,EMP_003,2025-03-05,2025-03-07,Completed,Bank Transfer,12870000.0
ORD_00138,CUST_00189,EMP_011,2025-11-22,2025-11-24,Completed,COD,6630000.0
ORD_00139,CUST_00198,EMP_007,2026-04-08,2026-04-11,Completed,COD,845500.0
ORD_00140,CUST_00155,EMP_002,2025-08-09,,Pending,Credit Card,3200000.0
ORD_00141,CUST_00132,EMP_002,2025-11-03,2025-11-05,Completed,COD,16305000.0
ORD_00142,CUST_00103,EMP_012,2025-03-28,2025-03-31,Completed,COD,11500000.0
ORD_00143,CUST_00033,EMP_003,2025-12-06,2025-12-10,Completed,COD,4940000.0
ORD_00144,CUST_00128,EMP_001,2026-01-27,2026-01-29,Completed,Credit Card,550000.0
ORD_00145,CUST_00039,EMP_002,2025-09-09,2025-09-13,Completed,E-Wallet,26640000.0
ORD_00146,CUST_00140,EMP_001,2026-01-27,,Pending,Credit Card,16960000.0
ORD_00147,CUST_00082,EMP_020,2025-08-13,2025-08-16,Completed,COD,29713000.0
ORD_00148,CUST_00189,EMP_002,2025-08-13,2025-08-17,Completed,Credit Card,6492500.0
ORD_00149,CUST_00146,EMP_019,2025-05-26,2025-05-28,Completed,E-Wallet,5540000.0
ORD_00150,CUST_00123,EMP_001,2025-12-06,2025-12-08,Shipping,Bank Transfer,1567500.0
ORD_00151,CUST_00083,EMP_002,2025-01-23,2025-01-25,Completed,COD,28170000.0
ORD_00152,CUST_00112,EMP_016,2025-11-21,2025-11-26,Completed,Credit Card,5180000.0
ORD_00153,CUST_00188,EMP_010,2025-05-11,2025-05-12,Completed,E-Wallet,33490000.0
ORD_00154,CUST_00128,EMP_005,2025-12-06,2025-12-08,Completed,Credit Card,13405500.0
ORD_00155,CUST_00185,EMP_001,2025-02-19,2025-02-23,Completed,Bank Transfer,8195000.0
ORD_00156,CUST_00042,EMP_015,2025-03-17,,Pending,COD,4290000.0
ORD_00157,CUST_00088,EMP_006,2026-01-20,2026-01-21,Completed,COD,5111000.0
ORD_00158,CUST_00111,EMP_006,2026-03-21,2026-03-22,Completed,Credit Card,490000.0
ORD_00159,CUST_00187,EMP_018,2025-09-29,2025-10-02,Completed,Bank Transfer,275500.0
ORD_00160,CUST_00040,EMP_002,2026-01-05,2026-01-06,Completed,Credit Card,24430500.0
ORD_00161,CUST_00079,EMP_013,2026-04-28,2026-05-01,Completed,COD,1900000.0
ORD_00162,CUST_00113,EMP_015,2025-09-27,2025-09-30,Completed,COD,5290000.0
ORD_00163,CUST_00089,EMP_018,2026-02-28,,Cancelled,Bank Transfer,1710000.0
ORD_00164,CUST_00061,EMP_016,2025-11-03,2025-11-04,Completed,Bank Transfer,1791000.0
ORD_00165,CUST_00043,EMP_007,2025-07-17,2025-07-21,Completed,COD,11813000.0
ORD_00166,CUST_00071,EMP_017,2026-04-15,2026-04-16,Shipping,E-Wallet,2200000.0
ORD_00167,CUST_00195,EMP_004,2025-04-19,2025-04-20,Completed,Credit Card,2370000.0
ORD_00168,CUST_00156,EMP_013,2025-02-09,2025-02-12,Completed,Bank Transfer,43173000.0
ORD_00169,CUST_00006,EMP_011,2025-11-07,2025-11-11,Completed,COD,18150500.0
ORD_00170,CUST_00190,EMP_016,2026-06-13,2026-06-14,Shipping,Bank Transfer,3200000.0
ORD_00171,CUST_00135,EMP_019,2025-01-30,2025-02-01,Completed,COD,75000.0
ORD_00172,CUST_00051,EMP_009,2026-01-13,,Pending,E-Wallet,9380000.0
ORD_00173,CUST_00122,EMP_019,2025-12-25,2025-12-28,Completed,COD,1215000.0
ORD_00174,CUST_00200,EMP_007,2025-08-15,2025-08-17,Completed,Credit Card,25683000.0
ORD_00175,CUST_00034,EMP_006,2025-01-09,2025-01-14,Completed,Credit Card,8660000.0
ORD_00176,CUST_00056,EMP_015,2025-11-06,2025-11-11,Completed,E-Wallet,118855000.0
ORD_00177,CUST_00153,EMP_020,2025-10-17,2025-10-18,Completed,E-Wallet,801000.0
ORD_00178,CUST_00067,EMP_010,2025-07-12,2025-07-14,Completed,COD,5131000.0
ORD_00179,CUST_00104,EMP_013,2025-02-06,2025-02-11,Completed,Bank Transfer,3200000.0
ORD_00180,CUST_00122,EMP_012,2026-06-04,2026-06-06,Completed,Bank Transfer,15990000.0
ORD_00181,CUST_00144,EMP_006,2025-12-10,2025-12-12,Completed,Credit Card,441000.0
ORD_00182,CUST_00096,EMP_009,2025-10-29,2025-10-30,Completed,E-Wallet,7191000.0
ORD_00183,CUST_00019,EMP_016,2025-07-19,2025-07-23,Completed,Credit Card,2200000.0
ORD_00184,CUST_00105,EMP_019,2026-04-14,2026-04-16,Completed,COD,8540000.0
ORD_00185,CUST_00199,EMP_006,2025-06-12,2025-06-13,Completed,Bank Transfer,6941500.0
ORD_00186,CUST_00052,EMP_012,2025-01-15,2025-01-20,Shipping,Bank Transfer,27500000.0
ORD_00187,CUST_00178,EMP_012,2025-11-16,2025-11-20,Completed,Credit Card,21900000.0
ORD_00188,CUST_00187,EMP_017,2026-06-21,2026-06-23,Completed,Credit Card,10652500.0
ORD_00189,CUST_00130,EMP_006,2025-05-07,2025-05-08,Completed,E-Wallet,2680000.0
ORD_00190,CUST_00030,EMP_014,2026-03-31,2026-04-05,Completed,Credit Card,2550000.0
ORD_00191,CUST_00170,EMP_017,2025-10-04,2025-10-06,Completed,E-Wallet,6035500.0
ORD_00192,CUST_00134,EMP_007,2026-01-02,2026-01-05,Completed,Bank Transfer,14970000.0
ORD_00193,CUST_00124,EMP_011,2025-08-29,2025-08-30,Completed,COD,22712000.0
ORD_00194,CUST_00117,EMP_010,2025-09-28,2025-09-29,Completed,Bank Transfer,5750500.0
ORD_00195,CUST_00170,EMP_006,2025-12-03,2025-12-07,Completed,Credit Card,22680000.0
ORD_00196,CUST_00108,EMP_006,2025-04-26,2025-04-27,Completed,Bank Transfer,2590000.0
ORD_00197,CUST_00113,EMP_006,2026-01-24,,Pending,COD,23910000.0
ORD_00198,CUST_00181,EMP_017,2025-08-18,,Cancelled,Credit Card,7980000.0
ORD_00199,CUST_00174,EMP_013,2025-06-02,,Pending,COD,290000.0
ORD_00200,CUST_00127,EMP_006,2025-03-18,,Pending,Credit Card,890000.0
ORD_00201,CUST_00165,EMP_013,2026-02-17,,Pending,COD,5642000.0
ORD_00202,CUST_00191,EMP_001,2025-04-16,2025-04-17,Completed,COD,27910000.0
ORD_00203,CUST_00014,EMP_008,2026-04-11,2026-04-16,Completed,E-Wallet,7690000.0
ORD_00204,CUST_00091,EMP_010,2026-06-19,2026-06-20,Completed,COD,15710000.0
ORD_00205,CUST_00056,EMP_015,2025-07-15,2025-07-16,Completed,E-Wallet,15980000.0
ORD_00206,CUST_00198,EMP_015,2026-04-14,2026-04-19,Completed,Bank Transfer,63982000.0
ORD_00207,CUST_00033,EMP_004,2026-02-01,2026-02-06,Completed,Credit Card,4025000.0
ORD_00208,CUST_00088,EMP_010,2026-04-09,,Pending,Bank Transfer,10580000.0
ORD_00209,CUST_00180,EMP_018,2025-11-18,2025-11-23,Completed,Bank Transfer,5380000.0
ORD_00210,CUST_00173,EMP_005,2025-07-02,2025-07-05,Completed,COD,32358000.0
ORD_00211,CUST_00137,EMP_010,2026-03-09,,Pending,COD,2200000.0
ORD_00212,CUST_00069,EMP_006,2025-10-21,2025-10-23,Completed,COD,2140000.0
ORD_00213,CUST_00173,EMP_018,2025-08-18,2025-08-23,Completed,E-Wallet,5290000.0
ORD_00214,CUST_00098,EMP_013,2026-03-03,,Cancelled,Credit Card,78830000.0
ORD_00215,CUST_00151,EMP_018,2025-07-21,,Pending,Bank Transfer,2750000.0
ORD_00216,CUST_00045,EMP_017,2025-05-03,2025-05-07,Completed,Credit Card,3125500.0
ORD_00217,CUST_00040,EMP_002,2025-06-07,2025-06-12,Shipping,COD,21360000.0
ORD_00218,CUST_00019,EMP_011,2026-06-23,2026-06-25,Completed,COD,461000.0
ORD_00219,CUST_00170,EMP_011,2025-12-06,2025-12-08,Completed,E-Wallet,42525000.0
ORD_00220,CUST_00030,EMP_013,2025-09-20,2025-09-23,Completed,COD,7411000.0
ORD_00221,CUST_00025,EMP_006,2025-01-08,2025-01-10,Completed,Bank Transfer,7440000.0
ORD_00222,CUST_00192,EMP_005,2025-01-25,2025-01-28,Completed,COD,9500000.0
ORD_00223,CUST_00019,EMP_019,2025-08-22,2025-08-26,Shipping,E-Wallet,440000.0
ORD_00224,CUST_00185,EMP_020,2025-03-06,,Pending,COD,38480000.0
ORD_00225,CUST_00023,EMP_010,2026-03-25,2026-03-26,Completed,E-Wallet,690000.0
ORD_00226,CUST_00140,EMP_010,2025-05-28,2025-05-31,Completed,COD,2620000.0
ORD_00227,CUST_00022,EMP_010,2025-08-04,2025-08-07,Completed,Bank Transfer,5780000.0
ORD_00228,CUST_00048,EMP_008,2025-09-16,2025-09-18,Completed,COD,6275000.0
ORD_00229,CUST_00085,EMP_012,2025-05-12,2025-05-14,Completed,COD,34500000.0
ORD_00230,CUST_00116,EMP_011,2025-11-10,2025-11-12,Completed,Credit Card,28222500.0
ORD_00231,CUST_00174,EMP_011,2026-05-07,2026-05-10,Completed,Credit Card,2972500.0
ORD_00232,CUST_00138,EMP_007,2025-09-27,2025-09-28,Completed,COD,41960000.0
ORD_00233,CUST_00139,EMP_016,2025-06-02,2025-06-04,Completed,Credit Card,990000.0
ORD_00234,CUST_00129,EMP_001,2025-09-02,,Pending,Bank Transfer,3318000.0
ORD_00235,CUST_00038,EMP_016,2026-01-03,2026-01-07,Completed,Bank Transfer,4490000.0
ORD_00236,CUST_00133,EMP_012,2026-02-02,2026-02-06,Completed,COD,2745500.0
ORD_00237,CUST_00134,EMP_009,2025-09-27,2025-10-02,Completed,Bank Transfer,1350000.0
ORD_00238,CUST_00020,EMP_017,2025-09-15,2025-09-17,Completed,E-Wallet,1990000.0
ORD_00239,CUST_00155,EMP_001,2026-05-29,2026-06-02,Shipping,Bank Transfer,990000.0
ORD_00240,CUST_00048,EMP_006,2026-01-06,2026-01-07,Completed,Bank Transfer,15800000.0
ORD_00241,CUST_00123,EMP_016,2025-08-04,2025-08-08,Completed,COD,2850000.0
ORD_00242,CUST_00162,EMP_017,2025-02-10,2025-02-12,Shipping,COD,550000.0
ORD_00243,CUST_00145,EMP_001,2025-10-18,2025-10-20,Shipping,E-Wallet,16280000.0
ORD_00244,CUST_00197,EMP_006,2026-06-08,2026-06-11,Completed,E-Wallet,12190000.0
ORD_00245,CUST_00130,EMP_014,2025-06-03,2025-06-05,Completed,E-Wallet,23767500.0
ORD_00246,CUST_00199,EMP_014,2026-06-19,2026-06-20,Completed,E-Wallet,31980000.0
ORD_00247,CUST_00151,EMP_019,2025-04-11,2025-04-14,Completed,E-Wallet,2820000.0
ORD_00248,CUST_00191,EMP_001,2026-06-20,2026-06-21,Completed,E-Wallet,9580000.0
ORD_00249,CUST_00067,EMP_018,2026-03-10,2026-03-15,Completed,Credit Card,2758000.0
ORD_00250,CUST_00102,EMP_005,2025-05-02,2025-05-06,Completed,Bank Transfer,990000.0
ORD_00251,CUST_00141,EMP_020,2025-02-23,2025-02-24,Completed,COD,17510000.0
ORD_00252,CUST_00103,EMP_020,2026-06-18,2026-06-23,Completed,COD,13130500.0
ORD_00253,CUST_00154,EMP_017,2026-06-13,2026-06-18,Completed,Bank Transfer,4606500.0
ORD_00254,CUST_00103,EMP_012,2026-02-09,2026-02-11,Completed,COD,13025000.0
ORD_00255,CUST_00089,EMP_009,2025-08-20,2025-08-22,Completed,E-Wallet,32890000.0
ORD_00256,CUST_00132,EMP_009,2025-09-14,2025-09-18,Completed,E-Wallet,13870000.0
ORD_00257,CUST_00008,EMP_016,2025-04-30,2025-05-04,Completed,Bank Transfer,4765500.0
ORD_00258,CUST_00068,EMP_008,2025-10-22,2025-10-25,Completed,COD,16540000.0
ORD_00259,CUST_00192,EMP_007,2026-05-26,2026-05-28,Completed,Bank Transfer,1810500.0
ORD_00260,CUST_00170,EMP_016,2025-01-07,,Pending,COD,12305000.0
ORD_00261,CUST_00131,EMP_009,2026-02-12,2026-02-17,Completed,Bank Transfer,150000.0
ORD_00262,CUST_00129,EMP_012,2026-02-08,2026-02-10,Shipping,E-Wallet,9835000.0
ORD_00263,CUST_00061,EMP_009,2026-04-28,,Cancelled,Credit Card,4990000.0
ORD_00264,CUST_00193,EMP_012,2026-01-09,2026-01-12,Shipping,E-Wallet,8550000.0
ORD_00265,CUST_00026,EMP_009,2025-08-30,2025-09-03,Completed,Bank Transfer,14155000.0
ORD_00266,CUST_00046,EMP_014,2026-05-27,2026-06-01,Completed,Credit Card,680000.0
ORD_00267,CUST_00016,EMP_007,2025-09-18,2025-09-19,Completed,E-Wallet,9170000.0
ORD_00268,CUST_00106,EMP_004,2025-12-26,2025-12-31,Shipping,Bank Transfer,3395500.0
ORD_00269,CUST_00125,EMP_015,2025-03-22,2025-03-25,Completed,E-Wallet,2270000.0
ORD_00270,CUST_00104,EMP_003,2025-03-23,2025-03-25,Completed,Credit Card,1440000.0
ORD_00271,CUST_00102,EMP_009,2026-04-01,,Pending,Credit Card,674000.0
ORD_00272,CUST_00170,EMP_009,2025-03-23,2025-03-27,Completed,COD,15990000.0
ORD_00273,CUST_00102,EMP_017,2025-03-27,2025-04-01,Completed,Bank Transfer,1350000.0
ORD_00274,CUST_00073,EMP_015,2025-05-10,2025-05-12,Completed,COD,3980000.0
ORD_00275,CUST_00122,EMP_015,2025-10-06,2025-10-08,Completed,Bank Transfer,8125000.0
ORD_00276,CUST_00137,EMP_010,2025-12-22,2025-12-24,Completed,COD,4490000.0
ORD_00277,CUST_00003,EMP_001,2026-06-20,,Pending,Bank Transfer,15990000.0
ORD_00278,CUST_00126,EMP_016,2025-11-03,2025-11-07,Completed,Credit Card,27920000.0
ORD_00279,CUST_00042,EMP_013,2026-01-23,2026-01-24,Completed,E-Wallet,2350000.0
ORD_00280,CUST_00167,EMP_018,2025-10-03,2025-10-04,Completed,Bank Transfer,8490000.0
ORD_00281,CUST_00070,EMP_020,2026-05-19,2026-05-20,Completed,Bank Transfer,552500.0
ORD_00282,CUST_00073,EMP_009,2025-05-09,2025-05-10,Completed,Bank Transfer,27500000.0
ORD_00283,CUST_00080,EMP_016,2026-01-16,2026-01-17,Completed,Credit Card,5970000.0
