order_detail_id,order_id,product_id,quantity,unit_price,discount,line_total
DTL_000029,ORD_00017,PROD_0026,1,290000.0,0.0,290000.0
DTL_000030,ORD_00017,PROD_0021,1,4290000.0,0.05,4075500.0
DTL_000031,ORD_00018,PROD_0046,1,3200000.0,0.0,3200000.0
DTL_000032,ORD_00018,PROD_0029,1,520000.0,0.15,442000.0
DTL_000033,ORD_00019,PROD_0029,3,520000.0,0.15,1326000.0
DTL_000034,ORD_00019,PROD_0006,1,2100000.0,0.05,1995000.0
DTL_000035,ORD_00019,PROD_0044,1,890000.0,0.0,890000.0
DTL_000036,ORD_00020,PROD_0013,2,490000.0,0.0,980000.0
DTL_000037,ORD_00021,PROD_0036,2,420000.0,0.0,840000.0
DTL_000038,ORD_00021,PROD_0009,1,2850000.0,0.05,2707500.0
DTL_000039,ORD_00021,PROD_0040,1,2690000.0,0.0,2690000.0
DTL_000040,ORD_00022,PROD_0044,1,890000.0,0.0,890000.0
DTL_000041,ORD_00023,PROD_0004,2,9500000.0,0.0,19000000.0
DTL_000042,ORD_00024,PROD_0034,1,180000.0,0.0,180000.0
DTL_000043,ORD_00024,PROD_0019,1,720000.0,0.0,720000.0
DTL_000044,ORD_00024,PROD_0006,1,2100000.0,0.0,2100000.0
DTL_000045,ORD_00025,PROD_0037,1,5200000.0,0.1,4680000.0
DTL_000046,ORD_00025,PROD_0003,2,21900000.0,0.0,43800000.0
DTL_000047,ORD_00025,PROD_0002,1,24000000.0,0.0,24000000.0
DTL_000048,ORD_00026,PROD_0020,1,490000.0,0.05,465500.0
DTL_000049,ORD_00026,PROD_0031,1,15990000.0,0.0,15990000.0
DTL_000050,ORD_00027,PROD_0039,1,1250000.0,0.1,1125000.0
DTL_000051,ORD_00028,PROD_0030,1,75000.0,0.0,75000.0
DTL_000052,ORD_00029,PROD_0011,2,290000.0,0.1,522000.0
DTL_000053,ORD_00030,PROD_0030,1,75000.0,0.0,75000.0
DTL_000054,ORD_00030,PROD_0032,1,4990000.0,0.0,4990000.0
DTL_000055,ORD_00030,PROD_0020,1,490000.0,0.0,490000.0
DTL_000056,ORD_00030,PROD_0002,1,24000000.0,0.0,24000000.0
DTL_000057,ORD_00031,PROD_0017,2,190000.0,0.05,361000.0
DTL_000058,ORD_00032,PROD_0019,1,720000.0,0.0,720000.0
DTL_000059,ORD_00033,PROD_0007,1,2450000.0,0.05,2327500.0
DTL_000060,ORD_00034,PROD_0026,1,290000.0,0.0,290000.0
DTL_000061,ORD_00034,PROD_0033,2,990000.0,0.05,1881000.0
DTL_000062,ORD_00035,PROD_0040,1,2690000.0,0.0,2690000.0
DTL_000063,ORD_00036,PROD_0020,2,490000.0,0.0,980000.0
DTL_000064,ORD_00036,PROD_0031,1,15990000.0,0.15,13591500.0
DTL_000065,ORD_00037,PROD_0038,1,2590000.0,0.0,2590000.0
DTL_000066,ORD_00037,PROD_0031,1,15990000.0,0.05,15190500.0
DTL_000067,ORD_00038,PROD_0021,1,4290000.0,0.0,4290000.0
DTL_000068,ORD_00039,PROD_0048,2,14900000.0,0.0,29800000.0
DTL_000069,ORD_00039,PROD_0047,1,1690000.0,0.15,1436500.0
DTL_000070,ORD_00039,PROD_0004,1,9500000.0,0.0,9500000.0
DTL_000071,ORD_00040,PROD_0016,1,790000.0,0.0,790000.0
DTL_000072,ORD_00041,PROD_0036,1,420000.0,0.0,420000.0
DTL_000073,ORD_00041,PROD_0047,1,1690000.0,0.0,1690000.0
DTL_000074,ORD_00042,PROD_0029,1,520000.0,0.05,494000.0
DTL_000075,ORD_00043,PROD_0048,1,14900000.0,0.0,14900000.0
DTL_000076,ORD_00044,PROD_0046,1,3200000.0,0.0,3200000.0
DTL_000077,ORD_00045,PROD_0049,1,1990000.0,0.0,1990000.0
DTL_000078,ORD_00045,PROD_0019,3,720000.0,0.0,2160000.0
DTL_000079,ORD_00046,PROD_0012,2,550000.0,0.0,1100000.0
DTL_000080,ORD_00046,PROD_0003,2,21900000.0,0.1,39420000.0
DTL_000081,ORD_00046,PROD_0026,1,290000.0,0.0,290000.0
DTL_000082,ORD_00047,PROD_0042,1,2890000.0,0.1,2601000.0
DTL_000083,ORD_00047,PROD_0035,1,650000.0,0.0,650000.0
DTL_000084,ORD_00048,PROD_0001,1,27500000.0,0.0,27500000.0
DTL_000085,ORD_00048,PROD_0048,1,14900000.0,0.0,14900000.0
DTL_000086,ORD_00049,PROD_0012,1,550000.0,0.1,495000.0
DTL_000087,ORD_00049,PROD_0009,1,2850000.0,0.0,2850000.0
DTL_000088,ORD_00050,PROD_0024,1,4490000.0,0.0,4490000.0
DTL_000089,ORD_00051,PROD_0041,1,7990000.0,0.0,7990000.0
DTL_000090,ORD_00051,PROD_0019,3,720000.0,0.0,2160000.0
DTL_000091,ORD_00052,PROD_0043,2,3990000.0,0.0,7980000.0
DTL_000092,ORD_00052,PROD_0014,1,350000.0,0.05,332500.0
DTL_000093,ORD_00053,PROD_0036,3,420000.0,0.0,1260000.0
DTL_000094,ORD_00054,PROD_0014,2,350000.0,0.0,700000.0
DTL_000095,ORD_00055,PROD_0004,1,9500000.0,0.05,9025000.0
DTL_000096,ORD_00055,PROD_0036,2,420000.0,0.0,840000.0
DTL_000097,ORD_00056,PROD_0004,5,9500000.0,0.0,47500000.0
DTL_000098,ORD_00056,PROD_0005,1,11500000.0,0.0,11500000.0
DTL_000099,ORD_00057,PROD_0025,1,1350000.0,0.0,1350000.0
DTL_000100,ORD_00058,PROD_0035,1,650000.0,0.0,650000.0
DTL_000101,ORD_00059,PROD_0035,1,650000.0,0.05,617500.0
DTL_000102,ORD_00059,PROD_0028,1,150000.0,0.0,150000.0
DTL_000103,ORD_00060,PROD_0005,1,11500000.0,0.0,11500000.0
DTL_000104,ORD_00061,PROD_0014,2,350000.0,0.05,665000.0
DTL_000105,ORD_00062,PROD_0050,2,1190000.0,0.0,2380000.0
DTL_000106,ORD_00062,PROD_0044,2,890000.0,0.15,1513000.0
DTL_000107,ORD_00063,PROD_0028,1,150000.0,0.15,127500.0
DTL_000108,ORD_00063,PROD_0036,3,420000.0,0.0,1260000.0
DTL_000109,ORD_00064,PROD_0035,1,650000.0,0.05,617500.0
DTL_000110,ORD_00065,PROD_0036,1,420000.0,0.0,420000.0
DTL_000111,ORD_00065,PROD_0034,1,180000.0,0.1,162000.0
DTL_000112,ORD_00065,PROD_0009,2,2850000.0,0.0,5700000.0
DTL_000113,ORD_00065,PROD_0025,2,1350000.0,0.0,2700000.0
DTL_000114,ORD_00066,PROD_0022,3,7900000.0,0.0,23700000.0
DTL_000115,ORD_00066,PROD_0020,3,490000.0,0.15,1249500.0
DTL_000116,ORD_00067,PROD_0036,1,420000.0,0.0,420000.0
DTL_000117,ORD_00067,PROD_0021,1,4290000.0,0.0,4290000.0
DTL_000118,ORD_00067,PROD_0050,1,1190000.0,0.1,1071000.0
DTL_000119,ORD_00068,PROD_0024,1,4490000.0,0.1,4041000.0
DTL_000120,ORD_00068,PROD_0021,2,4290000.0,0.0,8580000.0
DTL_000121,ORD_00068,PROD_0027,1,190000.0,0.0,190000.0
DTL_000122,ORD_00069,PROD_0016,1,790000.0,0.0,790000.0
DTL_000123,ORD_00070,PROD_0042,1,2890000.0,0.05,2745500.0
DTL_000124,ORD_00070,PROD_0048,1,14900000.0,0.05,14155000.0
DTL_000125,ORD_00070,PROD_0032,1,4990000.0,0.1,4491000.0
DTL_000126,ORD_00070,PROD_0030,1,75000.0,0.0,75000.0
DTL_000127,ORD_00071,PROD_0043,1,3990000.0,0.0,3990000.0
DTL_000128,ORD_00071,PROD_0004,1,9500000.0,0.0,9500000.0
DTL_000129,ORD_00071,PROD_0049,1,1990000.0,0.0,1990000.0
DTL_000130,ORD_00072,PROD_0002,1,24000000.0,0.0,24000000.0
DTL_000131,ORD_00072,PROD_0001,1,27500000.0,0.05,26125000.0
DTL_000132,ORD_00073,PROD_0007,1,2450000.0,0.0,2450000.0
DTL_000133,ORD_00074,PROD_0006,3,2100000.0,0.0,6300000.0
DTL_000134,ORD_00074,PROD_0024,1,4490000.0,0.0,4490000.0
DTL_000135,ORD_00075,PROD_0004,1,9500000.0,0.0,9500000.0
DTL_000136,ORD_00075,PROD_0041,1,7990000.0,0.0,7990000.0
DTL_000137,ORD_00076,PROD_0045,2,5290000.0,0.0,10580000.0
DTL_000138,ORD_00077,PROD_0021,1,4290000.0,0.0,4290000.0
DTL_000139,ORD_00078,PROD_0025,2,1350000.0,0.0,2700000.0
DTL_000140,ORD_00078,PROD_0044,2,890000.0,0.0,1780000.0
DTL_000141,ORD_00079,PROD_0015,2,690000.0,0.0,1380000.0
DTL_000142,ORD_00080,PROD_0018,2,890000.0,0.0,1780000.0
DTL_000143,ORD_00081,PROD_0040,1,2690000.0,0.0,2690000.0
DTL_000144,ORD_00082,PROD_0007,1,2450000.0,0.1,2205000.0
DTL_000145,ORD_00083,PROD_0036,1,420000.0,0.0,420000.0
DTL_000146,ORD_00084,PROD_0001,1,27500000.0,0.0,27500000.0
DTL_000147,ORD_00084,PROD_0019,3,720000.0,0.1,1944000.0
DTL_000148,ORD_00084,PROD_0027,3,190000.0,0.0,570000.0
DTL_000149,ORD_00085,PROD_0005,1,11500000.0,0.0,11500000.0
DTL_000150,ORD_00085,PROD_0011,1,290000.0,0.0,290000.0
DTL_000151,ORD_00086,PROD_0020,1,490000.0,0.0,490000.0
DTL_000152,ORD_00087,PROD_0039,3,1250000.0,0.0,3750000.0
DTL_000153,ORD_00088,PROD_0041,3,7990000.0,0.05,22771500.0
DTL_000154,ORD_00088,PROD_0032,1,4990000.0,0.0,4990000.0
DTL_000155,ORD_00089,PROD_0036,3,420000.0,0.0,1260000.0
DTL_000156,ORD_00089,PROD_0002,2,24000000.0,0.0,48000000.0
DTL_000157,ORD_00090,PROD_0043,1,3990000.0,0.0,3990000.0
DTL_000158,ORD_00091,PROD_0035,3,650000.0,0.1,1755000.0
DTL_000159,ORD_00091,PROD_0033,1,990000.0,0.0,990000.0
DTL_000160,ORD_00092,PROD_0040,1,2690000.0,0.15,2286500.0
DTL_000161,ORD_00093,PROD_0007,1,2450000.0,0.0,2450000.0
DTL_000162,ORD_00094,PROD_0038,1,2590000.0,0.0,2590000.0
DTL_000163,ORD_00094,PROD_0045,1,5290000.0,0.0,5290000.0
DTL_000164,ORD_00095,PROD_0022,1,7900000.0,0.0,7900000.0
DTL_000165,ORD_00096,PROD_0003,2,21900000.0,0.0,43800000.0
DTL_000166,ORD_00097,PROD_0022,1,7900000.0,0.0,7900000.0
DTL_000167,ORD_00097,PROD_0036,2,420000.0,0.0,840000.0
DTL_000168,ORD_00098,PROD_0028,1,150000.0,0.05,142500.0
DTL_000169,ORD_00099,PROD_0013,1,490000.0,0.0,490000.0
DTL_000170,ORD_00100,PROD_0023,1,1990000.0,0.05,1890500.0
DTL_000171,ORD_00100,PROD_0030,2,75000.0,0.0,150000.0
DTL_000172,ORD_00101,PROD_0008,1,8490000.0,0.0,8490000.0
DTL_000173,ORD_00102,PROD_0032,1,4990000.0,0.0,4990000.0
DTL_000174,ORD_00103,PROD_0029,1,520000.0,0.1,468000.0
DTL_000175,ORD_00104,PROD_0032,1,4990000.0,0.05,4740500.0
DTL_000176,ORD_00105,PROD_0015,1,690000.0,0.0,690000.0
DTL_000177,ORD_00106,PROD_0035,2,650000.0,0.0,1300000.0
DTL_000178,ORD_00107,PROD_0042,1,2890000.0,0.1,2601000.0
DTL_000179,ORD_00107,PROD_0049,1,1990000.0,0.0,1990000.0
DTL_000180,ORD_00108,PROD_0048,1,14900000.0,0.0,14900000.0
DTL_000181,ORD_00109,PROD_0004,1,9500000.0,0.0,9500000.0
DTL_000182,ORD_00109,PROD_0037,1,5200000.0,0.15,4420000.0
DTL_000183,ORD_00109,PROD_0023,1,1990000.0,0.0,1990000.0
DTL_000184,ORD_00110,PROD_0018,2,890000.0,0.0,1780000.0
DTL_000185,ORD_00110,PROD_0042,1,2890000.0,0.0,2890000.0
DTL_000186,ORD_00110,PROD_0009,1,2850000.0,0.05,2707500.0
DTL_000187,ORD_00111,PROD_0005,1,11500000.0,0.1,10350000.0
DTL_000188,ORD_00112,PROD_0021,2,4290000.0,0.0,8580000.0
DTL_000189,ORD_00112,PROD_0038,3,2590000.0,0.0,7770000.0
DTL_000190,ORD_00112,PROD_0001,1,27500000.0,0.1,24750000.0
DTL_000191,ORD_00112,PROD_0050,2,1190000.0,0.0,2380000.0
DTL_000192,ORD_00113,PROD_0009,2,2850000.0,0.05,5415000.0
DTL_000193,ORD_00113,PROD_0037,2,5200000.0,0.05,9880000.0
DTL_000194,ORD_00114,PROD_0028,5,150000.0,0.1,675000.0
DTL_000195,ORD_00114,PROD_0013,2,490000.0,0.0,980000.0
DTL_000196,ORD_00115,PROD_0041,1,7990000.0,0.0,7990000.0
DTL_000197,ORD_00116,PROD_0009,1,2850000.0,0.0,2850000.0
DTL_000198,ORD_00116,PROD_0038,1,2590000.0,0.0,2590000.0
DTL_000199,ORD_00117,PROD_0007,1,2450000.0,0.0,2450000.0
DTL_000200,ORD_00118,PROD_0044,1,890000.0,0.0,890000.0
DTL_000201,ORD_00118,PROD_0010,1,2200000.0,0.0,2200000.0
DTL_000202,ORD_00119,PROD_0006,2,2100000.0,0.0,4200000.0
DTL_000203,ORD_00119,PROD_0007,1,2450000.0,0.15,2082500.0
DTL_000204,ORD_00119,PROD_0009,1,2850000.0,0.0,2850000.0
DTL_000205,ORD_00120,PROD_0045,2,5290000.0,0.0,10580000.0
DTL_000206,ORD_00120,PROD_0002,1,24000000.0,0.0,24000000.0
DTL_000207,ORD_00121,PROD_0008,1,8490000.0,0.0,8490000.0
DTL_000208,ORD_00121,PROD_0016,1,790000.0,0.15,671500.0
DTL_000209,ORD_00122,PROD_0044,1,890000.0,0.0,890000.0
DTL_000210,ORD_00123,PROD_0004,3,9500000.0,0.0,28500000.0
DTL_000211,ORD_00124,PROD_0035,1,650000.0,0.0,650000.0
DTL_000212,ORD_00124,PROD_0040,1,2690000.0,0.1,2421000.0
DTL_000213,ORD_00125,PROD_0047,1,1690000.0,0.0,1690000.0
DTL_000214,ORD_00125,PROD_0016,1,790000.0,0.0,790000.0
DTL_000215,ORD_00126,PROD_0009,2,2850000.0,0.0,5700000.0
DTL_000216,ORD_00127,PROD_0009,2,2850000.0,0.1,5130000.0
DTL_000217,ORD_00128,PROD_0017,3,190000.0,0.0,570000.0
DTL_000218,ORD_00128,PROD_0046,1,3200000.0,0.0,3200000.0
DTL_000219,ORD_00129,PROD_0044,1,890000.0,0.0,890000.0
DTL_000220,ORD_00129,PROD_0047,1,1690000.0,0.1,1521000.0
DTL_000221,ORD_00129,PROD_0008,1,8490000.0,0.0,8490000.0
DTL_000222,ORD_00130,PROD_0016,1,790000.0,0.05,750500.0
DTL_000223,ORD_00131,PROD_0034,5,180000.0,0.15,765000.0
DTL_000224,ORD_00132,PROD_0036,1,420000.0,0.0,420000.0
DTL_000225,ORD_00133,PROD_0032,5,4990000.0,0.05,23702500.0
DTL_000226,ORD_00134,PROD_0023,1,1990000.0,0.0,1990000.0
DTL_000227,ORD_00135,PROD_0047,1,1690000.0,0.15,1436500.0
DTL_000228,ORD_00135,PROD_0020,1,490000.0,0.15,416500.0
DTL_000229,ORD_00135,PROD_0007,3,2450000.0,0.0,7350000.0
DTL_000230,ORD_00136,PROD_0024,3,4490000.0,0.0,13470000.0
DTL_000231,ORD_00136,PROD_0030,1,75000.0,0.0,75000.0
DTL_000232,ORD_00137,PROD_0021,3,4290000.0,0.0,12870000.0
DTL_000233,ORD_00138,PROD_0009,1,2850000.0,0.0,2850000.0
DTL_000234,ORD_00138,PROD_0050,1,1190000.0,0.0,1190000.0
DTL_000235,ORD_00138,PROD_0038,1,2590000.0,0.0,2590000.0
DTL_000236,ORD_00139,PROD_0044,1,890000.0,0.05,845500.0
DTL_000237,ORD_00140,PROD_0046,1,3200000.0,0.0,3200000.0
DTL_000238,ORD_00141,PROD_0029,1,520000.0,0.0,520000.0
DTL_000239,ORD_00141,PROD_0036,2,420000.0,0.0,840000.0
DTL_000240,ORD_00141,PROD_0048,1,14900000.0,0.05,14155000.0
DTL_000241,ORD_00141,PROD_0016,1,790000.0,0.0,790000.0
DTL_000242,ORD_00142,PROD_0005,1,11500000.0,0.0,11500000.0
DTL_000243,ORD_00143,PROD_0037,1,5200000.0,0.05,4940000.0
DTL_000244,ORD_00144,PROD_0012,1,550000.0,0.0,550000.0
DTL_000245,ORD_00145,PROD_0031,1,15990000.0,0.0,15990000.0
DTL_000246,ORD_00145,PROD_0004,1,9500000.0,0.1,8550000.0
DTL_000247,ORD_00145,PROD_0006,1,2100000.0,0.0,2100000.0
DTL_000248,ORD_00146,PROD_0032,3,4990000.0,0.0,14970000.0
DTL_000249,ORD_00146,PROD_0023,1,1990000.0,0.0,1990000.0
DTL_000250,ORD_00147,PROD_0031,2,15990000.0,0.15,27183000.0
DTL_000251,ORD_00147,PROD_0034,3,180000.0,0.0,540000.0
DTL_000252,ORD_00147,PROD_0023,1,1990000.0,0.0,1990000.0
DTL_000253,ORD_00148,PROD_0012,1,550000.0,0.05,522500.0
DTL_000254,ORD_00148,PROD_0016,1,790000.0,0.0,790000.0
DTL_000255,ORD_00148,PROD_0038,2,2590000.0,0.0,5180000.0
DTL_000256,ORD_00149,PROD_0012,1,550000.0,0.0,550000.0
DTL_000257,ORD_00149,PROD_0032,1,4990000.0,0.0,4990000.0
DTL_000258,ORD_00150,PROD_0012,3,550000.0,0.05,1567500.0
DTL_000259,ORD_00151,PROD_0024,3,4490000.0,0.0,13470000.0
DTL_000260,ORD_00151,PROD_0005,1,11500000.0,0.0,11500000.0
DTL_000261,ORD_00151,PROD_0046,1,3200000.0,0.0,3200000.0
DTL_000262,ORD_00152,PROD_0038,2,2590000.0,0.0,5180000.0
DTL_000263,ORD_00153,PROD_0050,1,1190000.0,0.0,1190000.0
DTL_000264,ORD_00153,PROD_0037,2,5200000.0,0.0,10400000.0
DTL_000265,ORD_00153,PROD_0003,1,21900000.0,0.0,21900000.0
DTL_000266,ORD_00154,PROD_0011,1,290000.0,0.05,275500.0
DTL_000267,ORD_00154,PROD_0041,1,7990000.0,0.0,7990000.0
DTL_000268,ORD_00154,PROD_0006,1,2100000.0,0.0,2100000.0
DTL_000269,ORD_00154,PROD_0046,1,3200000.0,0.05,3040000.0
DTL_000270,ORD_00155,PROD_0032,1,4990000.0,0.0,4990000.0
DTL_000271,ORD_00155,PROD_0025,1,1350000.0,0.1,1215000.0
DTL_000272,ORD_00155,PROD_0023,1,1990000.0,0.0,1990000.0
DTL_000273,ORD_00156,PROD_0021,1,4290000.0,0.0,4290000.0
DTL_000274,ORD_00157,PROD_0040,2,2690000.0,0.05,5111000.0
DTL_000275,ORD_00158,PROD_0013,1,490000.0,0.0,490000.0
DTL_000276,ORD_00159,PROD_0026,1,290000.0,0.05,275500.0
DTL_000277,ORD_00160,PROD_0041,1,7990000.0,0.0,7990000.0
DTL_000278,ORD_00160,PROD_0039,1,1250000.0,0.0,1250000.0
DTL_000279,ORD_00160,PROD_0031,1,15990000.0,0.05,15190500.0
DTL_000280,ORD_00161,PROD_0025,1,1350000.0,0.0,1350000.0
DTL_000281,ORD_00161,PROD_0012,1,550000.0,0.0,550000.0
DTL_000282,ORD_00162,PROD_0045,1,5290000.0,0.0,5290000.0
DTL_000283,ORD_00163,PROD_0025,1,1350000.0,0.0,1350000.0
DTL_000284,ORD_00163,PROD_0034,2,180000.0,0.0,360000.0
DTL_000285,ORD_00164,PROD_0049,1,1990000.0,0.1,1791000.0
DTL_000286,ORD_00165,PROD_0028,2,150000.0,0.0,300000.0
DTL_000287,ORD_00165,PROD_0013,3,490000.0,0.1,1323000.0
DTL_000288,ORD_00165,PROD_0041,1,7990000.0,0.0,7990000.0
DTL_000289,ORD_00165,PROD_0010,1,2200000.0,0.0,2200000.0
DTL_000290,ORD_00166,PROD_0010,1,2200000.0,0.0,2200000.0
DTL_000291,ORD_00167,PROD_0023,1,1990000.0,0.0,1990000.0
DTL_000292,ORD_00167,PROD_0027,1,190000.0,0.0,190000.0
DTL_000293,ORD_00167,PROD_0017,1,190000.0,0.0,190000.0
DTL_000294,ORD_00168,PROD_0031,3,15990000.0,0.1,43173000.0
DTL_000295,ORD_00169,PROD_0015,1,690000.0,0.05,655500.0
DTL_000296,ORD_00169,PROD_0009,1,2850000.0,0.0,2850000.0
DTL_000297,ORD_00169,PROD_0020,1,490000.0,0.0,490000.0
DTL_000298,ORD_00169,PROD_0048,1,14900000.0,0.05,14155000.0
DTL_000299,ORD_00170,PROD_0046,1,3200000.0,0.0,3200000.0
DTL_000300,ORD_00171,PROD_0030,1,75000.0,0.0,75000.0
DTL_000301,ORD_00172,PROD_0008,1,8490000.0,0.0,8490000.0
DTL_000302,ORD_00172,PROD_0044,1,890000.0,0.0,890000.0
DTL_000303,ORD_00173,PROD_0025,1,1350000.0,0.1,1215000.0
DTL_000304,ORD_00174,PROD_0033,2,990000.0,0.15,1683000.0
DTL_000305,ORD_00174,PROD_0002,1,24000000.0,0.0,24000000.0
DTL_000306,ORD_00175,PROD_0046,1,3200000.0,0.1,2880000.0
DTL_000307,ORD_00175,PROD_0042,2,2890000.0,0.0,5780000.0
DTL_000308,ORD_00176,PROD_0001,5,27500000.0,0.15,116875000.0
DTL_000309,ORD_00176,PROD_0033,2,990000.0,0.0,1980000.0
DTL_000310,ORD_00177,PROD_0018,1,890000.0,0.1,801000.0
DTL_000311,ORD_00178,PROD_0039,1,1250000.0,0.0,1250000.0
DTL_000312,ORD_00178,PROD_0026,1,290000.0,0.0,290000.0
DTL_000313,ORD_00178,PROD_0043,1,3990000.0,0.1,3591000.0
DTL_000314,ORD_00179,PROD_0046,1,3200000.0,0.0,3200000.0
DTL_000315,ORD_00180,PROD_0031,1,15990000.0,0.0,15990000.0
DTL_000316,ORD_00181,PROD_0020,1,490000.0,0.1,441000.0
DTL_000317,ORD_00182,PROD_0041,1,7990000.0,0.1,7191000.0
DTL_000318,ORD_00183,PROD_0010,1,2200000.0,0.0,2200000.0
DTL_000319,ORD_00184,PROD_0041,1,7990000.0,0.0,7990000.0
DTL_000320,ORD_00184,PROD_0012,1,550000.0,0.0,550000.0
DTL_000321,ORD_00185,PROD_0041,1,7990000.0,0.15,6791500.0
DTL_000322,ORD_00185,PROD_0028,1,150000.0,0.0,150000.0
DTL_000323,ORD_00186,PROD_0001,1,27500000.0,0.0,27500000.0
DTL_000324,ORD_00187,PROD_0003,1,21900000.0,0.0,21900000.0
DTL_000325,ORD_00188,PROD_0032,1,4990000.0,0.1,4491000.0
DTL_000326,ORD_00188,PROD_0023,2,1990000.0,0.0,3980000.0
DTL_000327,ORD_00188,PROD_0049,1,1990000.0,0.15,1691500.0
DTL_000328,ORD_00188,PROD_0013,1,490000.0,0.0,490000.0
DTL_000329,ORD_00189,PROD_0017,1,190000.0,0.0,190000.0
DTL_000330,ORD_00189,PROD_0050,1,1190000.0,0.0,1190000.0
DTL_000331,ORD_00189,PROD_0035,2,650000.0,0.0,1300000.0
DTL_000332,ORD_00190,PROD_0010,1,2200000.0,0.0,2200000.0
DTL_000333,ORD_00190,PROD_0014,1,350000.0,0.0,350000.0
DTL_000334,ORD_00191,PROD_0007,1,2450000.0,0.0,2450000.0
DTL_000335,ORD_00191,PROD_0033,2,990000.0,0.0,1980000.0
DTL_000336,ORD_00191,PROD_0047,1,1690000.0,0.05,1605500.0
DTL_000337,ORD_00192,PROD_0032,3,4990000.0,0.0,14970000.0
DTL_000338,ORD_00193,PROD_0043,3,3990000.0,0.05,11371500.0
DTL_000339,ORD_00193,PROD_0032,1,4990000.0,0.05,4740500.0
DTL_000340,ORD_00193,PROD_0010,3,2200000.0,0.0,6600000.0
DTL_000341,ORD_00194,PROD_0019,1,720000.0,0.05,684000.0
DTL_000342,ORD_00194,PROD_0024,1,4490000.0,0.05,4265500.0
DTL_000343,ORD_00194,PROD_0044,1,890000.0,0.1,801000.0
DTL_000344,ORD_00195,PROD_0006,1,2100000.0,0.0,2100000.0
DTL_000345,ORD_00195,PROD_0024,3,4490000.0,0.0,13470000.0
DTL_000346,ORD_00195,PROD_0022,1,7900000.0,0.1,7110000.0
DTL_000347,ORD_00196,PROD_0038,1,2590000.0,0.0,2590000.0
DTL_000348,ORD_00197,PROD_0047,3,1690000.0,0.0,5070000.0
DTL_000349,ORD_00197,PROD_0009,1,2850000.0,0.0,2850000.0
DTL_000350,ORD_00197,PROD_0031,1,15990000.0,0.0,15990000.0
DTL_000351,ORD_00198,PROD_0045,1,5290000.0,0.0,5290000.0
DTL_000352,ORD_00198,PROD_0040,1,2690000.0,0.0,2690000.0
DTL_000353,ORD_00199,PROD_0011,1,290000.0,0.0,290000.0
DTL_000354,ORD_00200,PROD_0018,1,890000.0,0.0,890000.0
DTL_000355,ORD_00201,PROD_0037,1,5200000.0,0.0,5200000.0
DTL_000356,ORD_00201,PROD_0029,1,520000.0,0.15,442000.0
DTL_000357,ORD_00202,PROD_0039,1,1250000.0,0.0,1250000.0
DTL_000358,ORD_00202,PROD_0040,1,2690000.0,0.0,2690000.0
DTL_000359,ORD_00202,PROD_0041,3,7990000.0,0.0,23970000.0
DTL_000360,ORD_00203,PROD_0024,1,4490000.0,0.0,4490000.0
DTL_000361,ORD_00203,PROD_0046,1,3200000.0,0.0,3200000.0
DTL_000362,ORD_00204,PROD_0032,2,4990000.0,0.0,9980000.0
DTL_000363,ORD_00204,PROD_0009,1,2850000.0,0.0,2850000.0
